iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8
249,11.061751126020972,1.0037969068804913,0.8777588340453804,676.8963672969566,0.005937312882271331,0.5276515100800798,1.2394425483981895,1.3218883158790064e-08,0.13044448209907117,0.10454975104162006,0.005150472079232217,0.0635098977146487,0.015130532925466011,0.2502931850020188,0.0564260569700635,0.002778617849853489,0.45999846396600724,0.11885577399745914,0.00026053255921975547,0.6169765818684788,0.06803164829002477,0.0003375038335770726,0.7432097495519753,0.11170535583140358,1.974097662261472e-08,1.3376599609406403,0.34403049601523966,3.92160219786372e-09,2.423043599453513,0.36750731670677445,6.685825962247924e-09,2.0001640705847175
250,10.648116666007354,0.36578375636996585,0.8685502358712256,564.6157164335517,0.005903005466680175,0.5261366134205888,1.2427571123850223,1.041107117788254e-08,0.130355033307833,0.10431885600880964,0.005132505991952698,0.06350076541813951,0.015043629535335822,0.25028463986671956,0.05642607956901601,0.0027584097296947754,0.45999549246027543,0.11887156012195683,0.0002535018371571885,0.6169736456701731,0.06808675172840065,0.0003277535817319025,0.7432055333816712,0.11178688525884374,1.754203830905226e-08,1.3376599140271017,0.34403094961884295,3.684428765540507e-09,2.423043530244166,0.36750726909386283,6.976921416664096e-09,2.0001639438583942
251,10.02467456915552,0.07271130043537824,0.8732938629109412,426.1136518849979,0.00586865406424582,0.5237879064950172,1.2463093296475867,8.043189024202476e-09,0.1302771979856413,0.10411720789543247,0.005115689534064793,0.06349287757086831,0.014968080434380613,0.25027719605909354,0.056426169927517957,0.002740852992308798,0.45999290256842096,0.11888580132606676,0.000247424385093504,0.6169710607167799,0.06813648080812994,0.0003193294844540841,0.7432018182704938,0.11186002487646621,1.5716226567884864e-08,1.3376598720800614,0.34403135644221217,3.5009844774969388e-09,2.4230434683389914,0.3675072264485912,7.2794537926292096e-09,2.000163830428107
252,10.089633600809798,0.072586687143437,0.8723056020680815,14.579691721856191,0.005834260349207154,0.5226877180015794,1.2494658629929287,6.179272673881543e-09,0.13018028334548729,0.10386902380352869,0.00509775726891517,0.06348254838677589,0.014875475377663178,0.25026815507606864,0.056425501630435033,0.002719418991562534,0.4599897783147862,0.11889769439827584,0.00024044063814157013,0.6169682368520653,0.06817799389002141,0.0003097013872457498,0.7431977935333514,0.11192563197058178,1.3809848753842249e-08,1.337659833263038,0.3440317202968356,3.105497243518464e-09,2.4230434111751737,0.3675071863525061,7.028785072558063e-09,2.0001637236249383
253,9.75908239843772,0.0723795543353269,0.8736797559540719,13.933021304294893,0.005799825997865329,0.5226935089057932,1.2522684097548473,4.716533370702358e-09,0.130067811178766,0.1035828660439749,0.005078789949520756,0.0634702263065446,0.014769166504134405,0.25025782304280675,0.05642420019809689,0.0026948867219173814,0.45998622381981974,0.11890755206158003,0.00023279776790743252,0.6169652393873054,0.06821238517903166,0.0002992077525244355,0.7431935477851953,0.11198447753966195,1.19131415094246e-08,1.3376597974561388,0.34403204581982555,2.5798253940391743e-09,2.4230433585245246,0.36750714875813156,6.337676387297774e-09,2.000163623109905
254,10.19246756467088,0.07210673113076353,0.8712451250758022,15.725897388611003,0.005765352688502049,0.5236812414170261,1.2547555218037862,3.5727028215576895e-09,0.12994370812976885,0.10326855501289228,0.0050592743970748815,0.06345640030230354,0.014652845482849314,0.2502465376659745,0.056422397784966855,0.002668109367127015,0.4599823535639059,0.11891567620393596,0.00022475379583139182,0.616962139183986,0.06824071258861762,0.00028820035651328933,0.7431891772636313,0.11203725432089556,1.0103016116336248e-08,1.3376597645596435,0.34403233710556774,2.0093063400626463e-09,2.423043310257556,0.3675071137587525,5.386588387244573e-09,2.0001635294037894
255,9.963818545248095,0.07176531672668034,0.8716745090205222,14.531620641667422,0.005730842101297777,0.5255423555889276,1.25695502046752,2.6819842678049353e-09,0.12980582365132967,0.10292070117062939,0.005038956238903425,0.06344084229435888,0.014524653215445044,0.25023411672430174,0.056420061175344004,0.002638673387839233,0.45997810693016855,0.11892216863828414,0.00021622710027235223,0.6169589022270611,0.0682633315982915,0.00027657141503645115,0.7431846351220195,0.11208458457434453,8.386373842134125e-09,1.3376597342946517,0.3440325976909541,1.4373934158259392e-09,2.4230432660349477,0.36750708104918944,4.253758896735253e-09,2.0001634417787497
256,9.826093214294524,0.6282308960519565,0.8741648599971086,14.576127866621427,0.005696295918249847,0.5281818478582059,1.2588976861224355,1.9917963274669063e-09,0.12965689620007106,0.10254609014565758,0.005018085788389237,0.06342389581024514,0.01438719041022818,0.2502207955094145,0.05641728540097006,0.002607181783766268,0.4599735637995701,0.11892726027995114,0.0002074034894422819,0.6169555785115587,0.06828105282439982,0.0002645741444437989,0.74317998927636,0.11212702728805386,6.809806372570915e-09,1.3376597065476612,0.34403283084836106,9.272303948305659e-10,2.423043225739205,0.36750705065133527,3.0962042321517476e-09,2.0001633603851583
257,10.268137238237538,1.1214674054970062,0.8721216158010066,548.1666669786491,0.005661715823090485,0.5295847419997651,1.2611882913073558,1.4359706418041056e-09,0.12952699963434716,0.10221899657500519,0.004998765766773376,0.06340914048618677,0.014267691665750306,0.2502091710613649,0.056414896269765306,0.002579839276869022,0.4599695985070743,0.11893192872711443,0.0001998309483140166,0.6169526587721731,0.06829730514668539,0.0002542886159970311,0.7431759055073481,0.11216508469769683,5.556129570186539e-09,1.3376596817458077,0.3440330398934217,5.716528987457784e-10,2.423043189675156,0.3675070234382577,2.234941458696729e-09,2.000163287569556
258,10.723636932827217,1.1677423464965124,0.8680328200571239,674.300481693435,0.00562710350120474,0.5298843948979857,1.2637793562486999,9.978311982838246e-10,0.12941571137033436,0.10193819197173833,0.004980871546087298,0.06339653483707199,0.01416557602712644,0.2501992035850515,0.05641289534334475,0.0025564969734392434,0.45996619676335915,0.11893625715898476,0.00019341552794934242,0.6169501243474536,0.06831237772514867,0.0002455808212727665,0.7431723567801638,0.11219920755219,4.564536235853452e-09,1.337659659598135,0.34403322731266134,3.3173341903823e-10,2.42304315739941,0.3675069990882512,1.603425796027069e-09,2.0001632224597734
259,10.855575960418157,0.7953001436507819,0.8656004050280899,665.961473259864,0.005592460639548352,0.52920367468062,1.2666365910886552,6.611738831544243e-10,0.12932118758876038,0.10169901818626342,0.004964262606330723,0.0633858669318885,0.014079015359179381,0.25019072974350137,0.056411244587691686,0.002536727037225661,0.45996330294293875,0.11894027966932746,0.00018800585020207892,0.6169479349518695,0.0683263885996688,0.00023824183553936584,0.7431692871497335,0.11222980055806156,3.778756965746702e-09,1.3376596398174956,0.3440333953288366,1.7528766553303406e-10,2.423043128499227,0.36750697729285575,1.1420857181246675e-09,2.000163164217474
260,10.57823070566465,0.21272153120121118,0.8705824469216168,568.9281889910176,0.005557788926565523,0.5276551715435788,1.269735612459075,4.1069950805792946e-10,0.1292404611653453,0.1014941091886303,0.004948785817223842,0.06337678918939935,0.014005205322217865,0.2501834879727557,0.05640987422635659,0.002519881361939823,0.45996082822765283,0.11894399228930091,0.0001834109984308209,0.6169460344384328,0.06833932243379881,0.0002320108173050223,0.7431666192584045,0.11225722704803122,3.1504644944714173e-09,1.3376596221333301,0.3440335459404021,7.841370070080421e-11,2.4230431026070347,0.3675069577756954,8.036003151478025e-10,2.0001631120786447
261,9.719338194558691,0.07063333504902616,0.867889811983332,341.32394981407174,0.005523090052106634,0.5253416805706262,1.2730628887661457,2.3222018027583516e-10,0.1291691788190753,0.10131275405023497,0.00493430191818212,0.06336878477348812,0.013940136926822092,0.250177093524088,0.05640867562015442,0.0025050414993935443,0.4599586425665652,0.11894734796021238,0.00017938923966327646,0.6169443472669353,0.06835101267346533,0.00022655942858236769,0.7431642494803965,0.11228181317379721,2.6386492913949348e-09,1.3376596062927422,0.34403368093770914,2.438545144452647e-11,2.4230430794005717,0.36750694028070846,5.51930173187209e-10,2.0001630653504296
262,9.634959287388797,0.07052129680218044,0.8673192309215665,13.629970449161236,0.005488365707345868,0.5242082552374414,1.2760159506855644,1.1520118102125905e-10,0.1290782803889869,0.10108273594271781,0.004918505576524804,0.0633584944931963,0.013857913630191383,0.2501690839612102,0.05640690716415211,0.00248636140881341,0.45995592424182263,0.11894970093685647,0.00017462410225054187,0.6169424547186549,0.06835920732149454,0.00022013525380810145,0.7431616139811769,0.112303851615789,2.1588740320370973e-09,1.3376595918850664,0.3440338018551925,1.5580346181807713e-12,2.4230430585889655,0.36750692440665544,3.3203940012716484e-10,2.000163023025506
263,10.197677954019909,0.07033847660323715,0.8704249421134591,15.5030936439259,0.0054536175846988015,0.5241195938047283,1.2786380669373256,4.482418252096285e-11,0.12897423820483214,0.1008202943995823,0.004902072478284778,0.0633466627218488,0.013764370237789423,0.25015999659091853,0.0564047417332568,0.0024651606012255846,0.45995285193501495,0.1189512721793035,0.000169427358752512,0.6169404459800001,0.06836467847163792,0.00021315475054401744,0.7431588323331053,0.11232360516344995,1.7291416703415328e-09,1.3376595788272578,0.34403391020182905,4.397927082750186e-12,2.4230430399361085,0.3675069100755716,1.6644551293596083e-10,2.000162984871485
264,9.83680493188669,0.07008860972996943,0.8704114439897239,14.589205308704155,0.0054188473777399115,0.5249575666294578,1.2809611585594118,9.46281303076865e-12,0.1288570385959334,0.10052534768444178,0.0048848883206382525,0.06333330543033898,0.01365961094186605,0.25014983676763164,0.05640219046993417,0.0024414734323021507,0.4599494282764481,0.11895212637832084,0.0001638265311797812,0.6169383234440583,0.06836765354453574,0.00020565649138182306,0.7431559075756715,0.11234130963026563,1.350329417257225e-09,1.337659567001416,0.344034007312048,2.5269692408562063e-11,2.423043023217589,0.3675068971845643,5.933558601509258e-11,2.0001629505727605
265,9.800698351503208,0.06978121666209702,0.8663026778958738,14.09835562882177,0.005384056781120031,0.526618960231328,1.2830324974387874,2.7861132538429616e-14,0.1287328018606953,0.10019982890176542,0.004866873345947975,0.06332277571129082,0.013544122870714931,0.2501386041297826,0.056403882356114134,0.0024153961771412927,0.4599456555900112,0.11898500703252894,0.00015786135522829,0.6169360923600493,0.06848418393263077,0.00019769597761451892,0.7431528477691061,0.11248500054259702,1.0229802316937444e-09,1.3376595563024303,0.34403409436772026,5.595322165804343e-11,2.4230430082236043,0.36750688564098266,7.673969521807334e-12,2.000162919795142
266,9.926088330658024,0.2664357718646997,0.8682739450596273,15.425133448576522,0.005349247490483755,0.5290132079060738,1.2848651339432733,9.443623489335377e-12,0.12860097438374019,0.09985709777763427,0.004848620353358784,0.06331099632828535,0.013423045521826143,0.2501268210476596,0.05640488189399201,0.002388114598502727,0.4599417056074358,0.11901402844536514,0.00015179756594953331,0.6169338326520531,0.06858713732546456,0.00018962470630321565,0.7431497580088693,0.11261384009145016,7.512052193452018e-10,1.3376595466516166,0.34403417236267253,8.963613208448721e-11,2.4230429947661833,0.367506875278738,2.9935409701542862e-12,2.000162892211115
267,10.063119836595423,0.6218933412764074,0.8624930270016193,388.8766744944424,0.005314421202386803,0.5302604354570425,1.2870319184488688,3.198839192965702e-11,0.12848436877573133,0.09955366840281978,0.004831713866378321,0.0633006179353132,0.01331626785322851,0.25011639205578834,0.056405816323059764,0.00236408236509458,0.4599382090566428,0.11904006901255945,0.00014652188836355054,0.616931826983161,0.06867956891291584,0.00018261056051533582,0.743147014975544,0.11272934989280767,5.4416879486058e-10,1.3376595380075382,0.34403424225060125,1.2698079510727908e-10,2.4230429827102027,0.3675068659924301,3.324050529759413e-11,2.0001628674943976
268,10.44518332949479,0.6395367669117213,0.8676252500154078,554.0597910398576,0.005279579614213322,0.5304854824739097,1.2894850850472708,6.290756826312395e-11,0.12838322340192043,0.09928984391691241,0.004816040982752544,0.0632917079145193,0.013223804576091552,0.25010733294301535,0.05640673930439579,0.0023432933958931414,0.4599351709850851,0.11906347466158716,0.00014199914071443532,0.6169300711913991,0.06876268689840005,0.00017660283766784005,0.7431446122461297,0.11283289770718533,3.8843467169559446e-10,1.3376595302681695,0.34403430487274583,1.673409791939495e-10,2.4230429719162108,0.3675068576713847,8.842383927321512e-11,2.000162845349733
269,10.504493165306435,0.3369793427153809,0.8625720629934222,557.5165392727224,0.005244724424093169,0.5298030922198018,1.2921912352879885,9.833499312199411e-11,0.1282958818102079,0.09906133239767367,0.004801479388226309,0.0632841067711522,0.013144033220732704,0.2500994966007702,0.05640765020434043,0.002325374236367337,0.45993254205036765,0.11908451477977254,0.00013812718886923982,0.6169285376502626,0.06883743481321551,0.00017146310789791357,0.743142512107492,0.11292571266287045,2.721830688902025e-10,1.3376595233380897,0.34403436098101403,2.0998741542741526e-10,2.4230429622559506,0.36750685021501767,1.612334189052654e-10,2.000162825513169
270,10.027370141246653,0.06877020168353098,0.8633139680605382,445.1223209197963,0.005209857330819133,0.5283181744314368,1.2951268173778057,1.3519617784382728e-10,0.12821954300275906,0.0988610710956331,0.004787904167407273,0.06327752060951905,0.013074386097402177,0.2500926403164278,0.0564085152706555,0.002309741010442766,0.45993024112301406,0.11910340524324091,0.00013477203559420135,0.6169271864369429,0.06890457162214356,0.0001670126086877336,0.7431406607677146,0.11300889901534376,1.859636665016738e-10,1.337659517131043,0.3440344112532852,2.535780584971555e-10,2.4230429536091296,0.367506843537411,2.4572579822686907e-10,2.0001628077451086
271,9.745650532260994,0.06862562365193413,0.8649791639763862,14.541197672803577,0.005174980033764154,0.5278672679918107,1.297732130903715,1.731908901741584e-10,0.1281284992784444,0.09862494797224228,0.004773533896359833,0.06326907993324903,0.012992605322984394,0.2500846319832444,0.05640873820285203,0.0022914388727146083,0.4599275663334599,0.11911990124060313,0.00013101631301192353,0.6169257251102629,0.06896325671656756,0.00016204906223257423,0.7431386689754113,0.11308344860891414,1.1936558476243086e-10,1.3376595115573189,0.3440344562602762,2.789475264812584e-10,2.423042945753901,0.367506837486193,3.1744534663926846e-10,2.0001627916631963
272,9.5600594482987,0.06841567414687476,0.8629950298927724,14.135181013672478,0.005140094232798483,0.5283323139959057,1.300040572142231,2.1121729110710569e-10,0.12802406537442365,0.09835617617281518,0.0047584177562652544,0.06325896233178899,0.01289989678729142,0.2500755793234207,0.05640838375101144,0.0022707438824648234,0.45992455354242395,0.11913425771356505,0.00012692504302710774,0.6169241689363787,0.0690143847688154,0.0001566589716274468,0.7431365568007138,0.11315025209922865,7.016053039861242e-11,1.3376595065557946,0.34403449649799145,2.8424925911809295e-10,2.423042938595464,0.36750683195395534,3.661837984429416e-10,2.000162777049489
273,9.852359151736042,0.12115640575825282,0.864494008012116,14.659665318405406,0.0051052016282068435,0.5296101537149789,1.3020996056969276,2.484818603835489e-10,0.12791316710037828,0.09805950323059513,0.004742653333227369,0.06325140338254776,0.012797693671813095,0.2500655775097565,0.05641184996883466,0.002247962204062256,0.4599212360320704,0.11917744997122029,0.00012256595939279602,0.616922533891267,0.06916857456467236,0.0001509327717400031,0.7431343461114626,0.1133310151488503,3.600181745094186e-11,1.33765950207059,0.34403453251517396,2.7075079386305167e-10,2.4230429320579896,0.3675068269333576,3.8606382944098453e-10,2.0001627636942834
274,10.136394871939867,0.14099423219262805,0.865415777079761,230.2974409396718,0.005070303920605558,0.5299022130116245,1.3044602387301636,2.8077287586102914e-10,0.12781349909731138,0.09779287374532793,0.0047280306532379605,0.06324459637790693,0.012706166698005329,0.2500565921658941,0.05641494659006962,0.0022275794660125666,0.4599182553117999,0.11921613875176454,0.00011871421342223566,0.6169210658729354,0.06930681057750022,0.00014587887929966943,0.7431323613518013,0.11349305029681077,1.4983375450390036e-11,1.3376594980530747,0.34403456477277494,2.5867335875593724e-10,2.423042926200463,0.36750682243003935,4.036552023158603e-10,2.0001627517230447
275,9.743914987754131,0.0678091401112134,0.8665266809985042,278.9851654946263,0.0050354028108596585,0.5293191532468621,1.307079558466247,3.073834695540114e-10,0.12772436768511566,0.09755427578663485,0.00471443885420406,0.0632385182231696,0.012624553586429742,0.25004855793005665,0.05641772450304654,0.0022094246062730203,0.45991559038374435,0.11925079952196076,0.00011532098646312608,0.6169197528444563,0.06943075220638878,0.00014143126055290233,0.7431305860882549,0.11363827836710708,3.857203304306571e-12,1.337659494454721,0.3440345936658507,2.48210988920964e-10,2.4230429209549227,0.3675068183942553,4.1956502090911856e-10,2.000162740995278
276,9.881872787981344,0.07163550160443535,0.8609298511873931,14.470033146923095,0.0050005,0.52964140960838,1.3093987553330715,3.3223898345888927e-10,0.12762054110817392,0.09728051374165436,0.004700066048396886,0.06323043361431883,0.012531359805521752,0.2500394180824318,0.05641964629659523,0.0021887525879678953,0.4599125697832378,0.11928145173366678,0.00011160016575848558,0.6169183447929473,0.06954047932227611,0.00013656877420117398,0.7431286890205056,0.11376842628004452,5.4309736385049553e-14,1.3376594912316715,0.344034619493319,2.225490915476148e-10,2.423042916141322,0.36750681466869867,4.0308522084603046e-10,2.000162731066859
277,9.709235694451245,0.06743632259787162,0.8620876770000905,104.80785236949323,0.004965597189140341,0.5290991672994642,1.3120094911017803,3.5040140005130984e-10,0.1275245097325845,0.0970278620301208,0.004686841767988262,0.06322285861453325,0.012445595333960639,0.25003098604196766,0.056421295872511205,0.002169752368361503,0.45990978441762403,0.11930885750335457,0.00010822997105364291,0.6169170550975068,0.06963865181778682,0.00013217026156417248,0.7431269521364762,0.11388504607423273,1.735746833381688e-12,1.3376594883452047,0.3440346426255631,1.988996125777451e-10,2.423042911817167,0.3675068113224506,3.8470048428431973e-10,2.000162722131593
278,9.858204492744234,0.06721945604558784,0.8680198981892318,15.029658066171107,0.004930696079394444,0.5294449442298939,1.3143247543930598,3.6707642127707263e-10,0.1274178424789967,0.09674983840006295,0.0046730686231198125,0.06321381330138105,0.012351652911656096,0.2500217682870461,0.05642229052500029,0.002148990778225408,0.45990674833635076,0.11933308038596632,0.00010466566926228509,0.6169157104835095,0.06972550739028169,0.0001275304973536074,0.7431251461729586,0.11398953216842574,7.249567200657219e-12,1.3376594857601996,0.3440346633182034,1.6769810436395165e-10,2.4230429078636386,0.3675068082338907,3.446400159377527e-10,2.000162713873646
279,9.68274224483242,0.11050691000759372,0.8647829859983176,14.18982098584663,0.004895798371793159,0.5305779992558741,1.3163730901490929,3.8233735065595984e-10,0.12730021111329623,0.0964454714378407,0.00465863413425939,0.06320330767183945,0.012249316031755596,0.25001174029512396,0.05642266948103652,0.0021264292419786827,0.459903454368797,0.11935443953287835,0.00010091326701898823,0.616914309754485,0.06980217144151447,0.00012265842575182384,0.7431232695029577,0.1140831370145982,1.5164747885265742e-11,1.3376594834448867,0.3440346817994407,1.3226663527900988e-10,2.423042904250379,0.36750680536466257,2.884762176627569e-10,2.000162706236875
280,9.637632641392486,0.11541001990034801,0.8620045459829271,238.46795961714906,0.004860905767201518,0.5307776921746628,1.3186976822156247,3.911120334232386e-10,0.12719448161391514,0.09617192525812002,0.004645261872132757,0.06319385969683687,0.012157677461344964,0.25000273042710847,0.05642300016162168,0.0021062508513326524,0.45990049516639475,0.11937356105765583,9.760050524302143e-05,0.6169130522772547,0.06987083455110833,0.00011836238863523821,0.7431215848047086,0.1141669852677213,2.4695321448408474e-11,1.3376594813716909,0.3440346983474092,1.039690804901432e-10,2.423042901013963,0.3675068027914613,2.418658710101778e-10,2.000162699389937
281,9.497481742190335,0.06658460347055879,0.8646132699213922,239.99255083081155,0.0048260199662358465,0.5301496736893949,1.3212653106822898,3.938559882804918e-10,0.1270994378763769,0.09592600239555507,0.00463284648410281,0.06318536074554813,0.012075565958660984,0.24999463380699524,0.056423288011284725,0.0020881911361941923,0.4598978363147059,0.11939067810607168,9.467110968217075e-05,0.6169119233735203,0.06993232444250175,0.00011456789305905335,0.743120072436588,0.11424208656579692,3.5179566880950095e-11,1.337659479515386,0.344034713166554,8.141750490408262e-11,2.4230428981154026,0.36750680048793405,2.0319923414769105e-10,2.0001626932531367
282,9.790036371878132,0.0663673034260583,0.8659197958186269,14.582826786244864,0.004791142669180866,0.5303940263921855,1.3235386249578536,3.963208405259111e-10,0.12699134297613682,0.09564814826922645,0.004619703329377802,0.06317527213303188,0.011983233665949986,0.2499855543686661,0.056423022283748986,0.0020679358700862183,0.45989486500178606,0.11940568586355915,9.150212206837706e-05,0.616910724499417,0.0699862971116088,0.00011047489569060937,0.7431184712138373,0.11430934710495742,4.5204504978216676e-11,1.3376594778507405,0.3440347263916772,5.877073877039546e-11,2.4230428954828462,0.3675067983206232,1.581578163475644e-10,2.0001626876095053
283,10.082027687353943,0.13988443341788753,0.8666612729430199,15.365697990749785,0.004756275575906832,0.5314115112596295,1.3255515966998355,3.9853406558726347e-10,0.126874683558095,0.09534953068757869,0.004606104840554104,0.06316410875861446,0.011884472425045494,0.2499758515036066,0.056422335781242325,0.002046320537661919,0.4598916978981335,0.11941885609806865,8.822194750105813e-05,0.6169094936010953,0.0700337122374514,0.00010624904462445914,0.7431168310176981,0.11436958006106686,5.424184803666603e-11,1.3376594763574725,0.34403473818804936,3.87565504722448e-11,2.423042893102548,0.3675067962995653,1.1420623234577337e-10,2.0001626824619585
284,9.700968237394958,0.13254015482464468,0.8611622750759125,286.4007082586922,0.004721420385786677,0.5315322736347163,1.3278259247208044,3.9537616879815106e-10,0.1267704208142445,0.09508260491289121,0.004593498552404335,0.06315413553983751,0.011796507396708745,0.24996717997496665,0.05642172562492948,0.0020270915439894142,0.4598888676542056,0.119430649513385,8.534015256832946e-05,0.6169083932171903,0.07007618161742392,0.00010254095769124483,0.7431153647002205,0.1144235150311275,6.304090095455615e-11,1.337659475020711,0.34403474875029416,2.4378355441582487e-11,2.4230428909718187,0.3675067944906676,8.08821304637793e-11,2.000162677852339
285,9.732839755348929,0.06575146856419778,0.8626911309547722,265.7701260999543,0.004686578797613198,0.5308584215855178,1.3303332524864409,3.874882326148055e-10,0.126677112013456,0.09484364959086504,0.0045817834632944825,0.06314521053273106,0.011718013904786136,0.2499594193507788,0.05642117966691678,0.002009948525930861,0.4598863344003253,0.1194412071023508,8.280043797325823e-05,0.6169074082361605,0.07011420967122592,9.927664294719969e-05,0.7431140521195382,0.11447180647872013,7.147693232645707e-11,1.33765947382409,0.34403475820428353,1.4321561207087683e-11,2.4230428890644653,0.36750679286974797,5.586838062214073e-11,2.000162673724877
286,10.319507046033106,0.0655589490346209,0.8636216490995139,16.527838073687686,0.0046517525095162455,0.5310372438913248,1.3325597208960656,3.804950548092808e-10,0.12657702380533437,0.09458813684558479,0.004569795370051001,0.06313546247174893,0.011634454796512718,0.24995117169315215,0.056420323378491524,0.0019917404500332764,0.4598836498974689,0.11945045409434323,8.018523998962177e-05,0.6169064058423082,0.07014755495102735,9.592403627594014e-05,0.7431127197345739,0.11451504138470192,7.819760946424567e-11,1.337659472749006,0.3440347666395225,7.0650706959965726e-12,2.423042887352343,0.3675067913782255,3.503797183915693e-11,2.0001626700016693
287,9.526389528171862,0.1270928170845785,0.8622930760029703,13.770467883708472,0.0046169432188799715,0.531971138937024,1.3345291440100677,3.742897475229103e-10,0.12646661032392736,0.09430703063641162,0.00455711501196022,0.0631245403837098,0.011543006212678992,0.24994216409864883,0.05641909929388901,0.001971863725770939,0.4598807274081476,0.1194584832015054,7.742413054208175e-05,0.6169053615944337,0.07017655324596056,9.239443866564646e-05,0.7431113357166799,0.11455374614657518,8.273416112665779e-11,1.3376594717812722,0.34403477418552164,2.454128593147001e-12,2.423042885816891,0.36750679001890246,1.8703902723390327e-11,2.0001626666442625
288,9.661627175631544,0.11327353760538586,0.8538004611618817,264.0837741782645,0.00458215262226009,0.5320417643619463,1.3367522917344439,3.6407474176007603e-10,0.12636771824845636,0.09405522770640279,0.004545356039604959,0.0631147584535119,0.011461368070955645,0.24993409698485475,0.056418002291841705,0.001954138791515687,0.45987811011956764,0.11946566880439292,7.499193563663737e-05,0.6169044265478502,0.07020250948615975,8.928907454600696e-05,0.7431100964437916,0.1145883927449217,8.689559765650946e-11,1.3376594709151255,0.3440347809440309,3.475196106771244e-13,2.4230428844426464,0.3675067888057054,8.381277949434933e-12,2.0001626636389265
289,9.903131462053894,0.06499150904495465,0.8543739351443946,240.0142254449722,0.004547382415301199,0.5313478971781493,1.3392032652096102,3.5049551068461545e-10,0.1262792188529073,0.0938290988328614,0.004534430057333454,0.06310620446611813,0.011388271735583006,0.24992685225727973,0.056417262844090904,0.0019382847916291216,0.45987576005429515,0.11947386567471971,7.284139546694523e-05,0.6169035877020224,0.07023213972310732,8.654649945523747e-05,0.743108984756443,0.11462643062033222,9.067749626541228e-11,1.3376594701398763,0.3440347869901009,8.133401562915452e-14,2.4230428832127577,0.3675067877161907,2.6013996813081492e-12,2.0001626609490692
290,9.678492086898622,0.06478968653687503,0.8649206811096519,13.482607804669136,0.004512634292654133,0.5314838525766927,1.3413701590636011,3.385622544695121e-10,0.1261762960566884,0.09356697615792331,0.004522563397751918,0.06309607873841694,0.011304018749776943,0.2499185390201965,0.05641609031834529,0.0019200659155794095,0.45987307507523273,0.11948094289781847,7.046639582097632e-05,0.6169026832850497,0.07025777302593031,8.352799247866649e-05,0.7431077909025201,0.11466047611201585,9.186225707195614e-11,1.3376594694387998,0.3440347923913988,1.1186476005899849e-12,2.4230428821120893,0.3675067867155065,1.6049582869536111e-13,2.0001626585396575
291,9.481601748029728,0.093677009769565,0.8664335319772363,13.653573157312799,0.0044779099478933675,0.5323545374004013,1.3432858595156907,3.280590300461334e-10,0.1260634537118697,0.09328015337932921,0.004510015486763817,0.06308486328892633,0.011212303530427285,0.24990950349345326,0.05641459665966085,0.0019002820965333905,0.45987016558944716,0.11948705648150697,6.79696487601165e-05,0.6169017431855374,0.07027996090396826,8.036386733027444e-05,0.743106553632883,0.11469094594356258,9.09336184835183e-11,1.3376594688049335,0.34403479728775366,2.941843684344909e-12,2.4230428811266713,0.3675067858636639,4.877370689516597e-13,2.0001626563834787
292,10.03038600119929,0.08178788933090148,0.8626336171291769,191.1014923902599,0.004443211073434475,0.532393374395784,1.3454573907730039,3.1470146715987396e-10,0.12596158988307657,0.09302130695392098,0.004498414156822028,0.06307473336138912,0.011129796361492092,0.2499013482515422,0.056413240365751675,0.0018825032779218832,0.45986753960865445,0.11949251748738152,6.575583391651421e-05,0.6169008963147508,0.07029978480042205,7.75620142711072e-05,0.7431054392169573,0.11471821358965102,9.001717038531454e-11,1.3376594682374643,0.3440348016685302,5.294867558333064e-12,2.4230428802448687,0.3675067851009967,2.8240786216832144e-12,2.0001626544541233
293,9.596330352949508,0.06419269039041851,0.8653111581224948,169.14698800853492,0.004408539360451648,0.5316958447966712,1.3478547184705654,2.990906633084023e-10,0.1258690779357824,0.09278629417025129,0.004487687521135687,0.06306552847076062,0.01105511794204005,0.24989394632181355,0.05641199781703035,0.0018664301822291657,0.45986515686645907,0.11949739011937924,6.37806035976019e-05,0.6169001304422806,0.07031747764981541,7.506536983984146e-05,0.7431044316313647,0.11474261377693735,8.907045474071767e-11,1.3376594677293012,0.34403480559273375,7.954391589062945e-12,2.4230428794557315,0.3675067844198551,6.527177195970272e-12,2.0001626527276812
294,10.040840123470106,0.06398985388322202,0.8658584500662982,15.074380478748903,0.0043738964987952616,0.531804008131927,1.3499769047238805,2.8546048461107493e-10,0.12576581573825277,0.09252441924979653,0.004476390156762351,0.06305518205452888,0.01097230017048033,0.2498857580435732,0.05641045357042141,0.0018486503071852903,0.4598625302634055,0.11950155047702157,6.167122519620551e-05,0.6168993262902318,0.07033262776462369,7.240755542435011e-05,0.7431033774920427,0.11476444644436334,8.630675624380859e-11,1.337659467268309,0.34403480905684064,1.0207892685144865e-11,2.4230428787462546,0.3675067837305345,1.0544282696525313e-11,2.000162651178159
